ds,yhat,yhat_lower,yhat_upper
2023-04-13,89.66672750764846,35.05949093950083,146.958647475439
2023-04-14,116.84000061706541,58.1675078603604,170.24923534016963
2023-04-15,123.68574106881904,72.48852548970031,176.51702817308595
2023-04-16,84.8643234975708,33.68135562489864,139.39382822042614
2023-04-17,88.50424906824654,34.81333349256117,144.24614396345484
2023-04-18,83.32350116525289,34.04339981079216,131.4826798202362
2023-04-19,84.29679946726144,30.419164339444208,138.5614888554017
2023-04-20,90.8616204258079,36.534358660627234,145.6586042077562
2023-04-21,118.04933125498226,65.71053160772728,171.27705532377706
2023-04-22,124.82599955206322,74.28707081752358,179.66879677616436
2023-04-23,85.77073671650014,31.65554442835677,136.49315635127968
2023-04-24,89.29645666214653,35.51340920519101,141.918213035388
2023-04-25,83.95743141434944,28.121955138355627,135.37003904747095
2023-04-26,84.77847036370417,31.58273005799087,137.8959035477006
2023-04-27,91.19770984191864,41.601418788882555,139.9245058669818
2023-04-28,118.29776269301513,67.29600883264227,169.5144979399766
2023-04-29,124.91639205399943,72.0116596914866,173.92679094924117
2023-04-30,85.55509234303766,29.70255499594426,139.21438571152385
2023-05-01,88.91453172911365,29.919156610810177,142.9090391851808
2023-05-02,83.38817027505789,31.549899693288886,139.03411069875557
2023-05-03,84.0532360899402,33.284650915534016,132.7408557839885
2023-05-04,90.35016958350647,42.28747103412461,142.60191990714955
2023-05-05,117.41369260630803,62.89406152689714,167.32796863050413
2023-05-06,123.95327281643594,68.01489700289352,178.30702207244158
2023-05-07,84.39189452319839,29.4483116834002,135.3226874375957
2023-05-08,87.71616572489326,32.90707468104915,141.7670507386629
2023-05-09,82.15600994601091,29.43316910475879,131.16904906632962
2023-05-10,82.83748162758032,33.82792495830327,136.02162865005332
2023-05-11,89.19893846710274,37.96418220502818,146.4253076628735
2023-05-12,116.42213343612721,66.42980029254085,169.5927840780597
2023-05-13,123.08260077950298,68.49131730694343,176.49264814024
2023-05-14,83.51877234406378,32.882636709233324,138.70833364226633
2023-05-15,86.9969253479193,36.00894299465596,136.5207156792531
2023-05-16,81.57713977049796,28.657298571502885,136.4324934070481
2023-05-17,82.42815499087214,29.692610330827765,139.20255467449962
2023-05-18,88.9804763515067,34.383301562785554,142.56954703989476
2023-05-19,116.45769393157273,65.24391528874915,172.04423640017703
2023-05-20,123.2969852617673,73.81938107942418,174.75613889567427
2023-05-21,83.74875692860543,27.743023402377897,134.48987300946263
2023-05-22,87.356591337879,33.90384489616539,140.72024232149047
2023-05-23,82.00960059410859,30.335207779777324,137.43326370687038
2023-05-24,82.91942283283326,30.27901701298942,139.17618766274893
2023-05-25,89.5103246330275,39.25312321994605,144.86828137031384
2023-05-26,117.05076797633222,64.16053978217012,171.37671523924632
2023-05-27,123.8440086539044,69.43666482566715,180.2226412464819
2023-05-28,84.05819860802204,27.684005014828138,137.7961368200823
2023-05-29,87.52122385557892,34.33402038642957,141.07329726441395
2023-05-30,81.95930525534902,30.3071128443325,132.95728577242397
2023-05-31,82.63594597396171,30.301147550894324,136.61146340567737
2023-06-01,88.97880631195856,31.242802165955432,140.65414444829776
2023-06-02,116.31126578021377,63.00831022401691,167.2955444909404
2023-06-03,122.81284076571492,69.67398717067958,179.17724586653486
2023-06-04,82.57945503921411,29.761786366886163,136.56832315178107
2023-06-05,85.73286800852517,32.57184796356833,138.31600214120124
2023-06-06,79.84522162574982,28.476174396653644,132.60662983462376
2023-06-07,80.23964708103496,26.580083732526585,132.667908722114
2023-06-08,86.35363758564942,32.666679490825615,136.7253421967609
2023-06-09,113.57035706639691,63.71856189012494,166.87208625582034
2023-06-10,119.94866254434986,68.54031800594312,173.33384921914194
2023-06-11,79.51336948794471,27.496414978549783,135.31021452367895
2023-06-12,82.67914465775014,26.57906909674017,135.98760768908613
2023-06-13,76.86092611662919,23.63295375100635,129.2399069710378
2023-06-14,77.43617283516552,25.627305109787446,128.06846490331813
2023-06-15,83.84477809217113,27.325084022024427,140.33104024869553
2023-06-16,111.52022734942996,56.21551839336569,167.0293417219451
2023-06-17,118.38938692964723,65.23000110912383,172.3850054796083
2023-06-18,78.39298242947,23.282043181124923,136.031900245071
2023-06-19,82.22422687631719,28.539951461351,132.643169555763
2023-06-20,77.12543136134772,24.10073879482455,132.8614339552514
2023-06-21,78.51225490397623,29.01339464022636,131.21882986197065
2023-06-22,85.81054719598696,29.861246846663498,138.57056076966683
2023-06-23,114.48776633770883,58.25574309351029,169.09458627042497
2023-06-24,122.32295617712212,71.03868638268477,175.27284482719799
2023-06-25,83.1578609769477,25.99443590876595,136.08576640252494
2023-06-26,87.95070170616233,35.10641537881273,140.14533073727284
2023-06-27,83.7593685918594,27.383941099475727,138.61332374568494
2023-06-28,86.02803016181896,36.23696343205668,135.84786619489367
2023-06-29,94.16122157403395,38.329079792825695,147.69791004095856
2023-06-30,123.65578642176337,66.33286679453207,179.499623538374
2023-07-01,132.1412466769986,76.70535907727485,184.7311701925426
2023-07-02,93.3616904415908,40.96102554823446,145.72565524358228
2023-07-03,98.54476088537366,45.48316458796701,150.91527058245924
2023-07-04,94.57141954855028,41.49992775828765,145.70324679618307
2023-07-05,96.92482606946932,45.46433308291538,153.35975294719034
2023-07-06,105.00150683366158,56.37435293650024,159.6358123520571
2023-07-07,134.343581219015,79.42048835873062,187.5632316063875
2023-07-08,142.44921461532397,85.9252465675104,193.87749246309662
2023-07-09,102.98490612983257,47.92114933627537,158.83305098097443
2023-07-10,107.46926155425962,53.224647414261284,162.42626784237373
2023-07-11,102.62885297474067,49.54734148435739,156.9722365904536
2023-07-12,104.00885987939606,49.95631125041019,159.56557197909035
2023-07-13,111.02078609602624,54.33860981421046,165.96740680499298
2023-07-14,139.27442856361216,85.00030049969996,194.57186168145267
2023-07-15,146.15787496095248,97.96427502544377,200.53828498099816
2023-07-16,105.27966979909331,52.955279472152675,157.07173305050287
2023-07-17,108.46687996114352,59.15881526346275,160.38756589917278
2023-07-18,102.3066019422128,53.78586641323206,154.54563658203273
2023-07-19,102.41797015560296,52.62096207238861,158.1949201835637
2023-07-20,108.2360930314962,54.31379566832954,163.0488195911887
2023-07-21,135.4435092445529,81.70882643682621,189.82867786543315
2023-07-22,141.31955623822037,89.85197529472495,193.07209242237556
2023-07-23,99.41232764919111,47.86793455583019,161.20032015861443
2023-07-24,101.8510342427245,50.064095166028075,156.14734787420838
2023-07-25,95.07325250991948,39.5997581593076,149.27736938782562
2023-07-26,94.75848349812098,44.695629108821706,148.67439609917173
2023-07-27,100.34857752561997,45.28077830056447,151.26286008667765
2023-07-28,127.5790277688438,73.03089303210459,182.6090388813354
2023-07-29,133.59813229715925,77.38263025404183,186.74410991558779
2023-07-30,91.86922856187988,36.52893118520356,144.65733683523396
2023-07-31,94.79788735766834,41.43749570042952,148.28498958330715
2023-08-01,88.64547972547751,33.18183014520919,142.55808616904017
2023-08-02,89.12488889326023,34.00716741530031,143.8731324289743
2023-08-03,95.65803751807816,43.604278173499985,149.84164902394838
2023-08-04,124.00762912539146,71.7322532313119,178.29244402795814
2023-08-05,131.1666960607486,78.45323625610489,185.45662944373555
2023-08-06,90.49167101881058,35.65086423647229,142.30235651181374
2023-08-07,94.64492801865276,38.36447770360249,146.72273369687628
2023-08-08,89.69512316490314,39.82899036371438,146.80872700869043
2023-08-09,91.375445675015,39.04238522636157,142.71165654519353
2023-08-10,99.07855470238418,42.39252109543234,157.68022625814947
2023-08-11,128.5889892517405,75.84732275561123,179.89892912771646
2023-08-12,136.74323090833965,84.08149501357511,189.8837455953432
2023-08-13,96.79364632589845,47.643715724939334,151.08787315309593
2023-08-14,101.6663134074002,51.635665390592266,158.00845457941008
2023-08-15,97.24797998203084,43.78836995839178,151.14632163950924
2023-08-16,99.30660753925703,47.676761338666225,152.0491239707384
2023-08-17,107.22338695469232,55.58952962103171,157.05508415844832
2023-08-18,136.8254099067588,83.88093526231421,189.53283036999397
2023-08-19,144.815773009196,94.03349095033917,199.1357218980109
2023-08-20,104.367862967164,51.58246143397899,156.0487882347854
2023-08-21,108.69789749501219,50.602039922397815,163.89114666507854
2023-08-22,103.53790306971379,49.59172526919469,154.1312147819594
2023-08-23,104.71793833689372,54.72417002119678,158.84305822679036
2023-08-24,111.63457625554848,58.28716362075259,165.48753863369498
2023-08-25,140.18323948158738,86.13872903881983,196.90215786261413
2023-08-26,146.95777738382108,90.03981277313768,198.73776917797466
2023-08-27,105.07456751062765,52.74452878878647,160.81316862201248
2023-08-28,108.05929916078831,53.897458959578834,159.0150898899972
2023-08-29,101.50556302480808,49.13402288278957,150.36084550814115
2023-08-30,101.31842092340405,47.891644829177594,150.99522999899258
2023-08-31,106.919101962436,51.19283806640014,158.07415640416767
2023-09-01,134.27683544480502,79.24593731086603,189.46963135692224
2023-09-02,139.87782318213308,86.59298086470025,193.05501978459515
2023-09-03,96.77916923999413,42.44104807253898,145.84503328487443
2023-09-04,98.81000620019522,45.68918872420253,149.42935973404184
2023-09-05,91.41588120577032,38.62643304315524,141.33288713742277
2023-09-06,90.56393541309083,37.936790098553885,145.9726366094893
2023-09-07,95.68414899172447,42.240247061511575,146.7225400898597
2023-09-08,122.80106878826986,68.62154528745283,174.38519056764983
2023-09-09,128.2726251491494,76.48392996486386,178.45826212468188
2023-09-10,85.07437963361318,30.53116721824958,140.94813633455243
2023-09-11,87.31551185333801,32.713198355876365,142.16625065691332
2023-09-12,80.26953529439368,26.90715651517427,133.8612632399954
2023-09-13,79.94162242801282,28.508391967821662,131.68347960030644
2023-09-14,85.74692443403192,35.58215671979576,138.16715049393477
2023-09-15,113.74269724971963,60.09720603977469,170.72967537153008
2023-09-16,120.13743293841588,65.91719824449578,175.52851459871871
2023-09-17,77.80585151268963,22.35042067054233,134.96761957377515
2023-09-18,81.12012163780702,30.321008183667715,132.5644540784682
2023-09-19,75.16721919540198,19.05047493709707,130.5432297998222
2023-09-20,75.97864488392491,20.947239408823123,128.55651207368368
2023-09-21,82.94599534609286,30.36367036209664,137.05924937772414
2023-09-22,112.15359192164678,56.32328180762759,166.97582790299708
2023-09-23,119.65795816053485,63.48403105265927,175.03477541835505
2023-09-24,78.23351607188927,21.31355182468816,133.60460490927767
2023-09-25,82.51893287969816,32.87620886949592,135.21289276098983
2023-09-26,77.4209511497543,23.1672139646503,134.52533343306467
2023-09-27,79.00627046199453,25.3745445475213,128.19373612362105
2023-09-28,86.65409170821171,33.15126408798139,142.35825533330416
2023-09-29,116.48892884980414,64.70676362747767,170.93435716091358
2023-09-30,124.43008055798649,72.20329352061431,181.00531483920187
2023-10-01,83.16765613939445,31.277726298627115,135.8061800483654
2023-10-02,87.62366069338762,31.518679914072575,138.98777394797958
2023-10-03,82.54190606583668,25.140900256407882,135.8791537582948
2023-10-04,84.04167219019685,26.988058221134338,135.12907480812208
2023-10-05,91.50685546775733,37.4446402717565,147.54022428060048
2023-10-06,121.11861793069669,67.31277492391628,174.51818300804524
2023-10-07,128.67453812330555,76.66671538043977,179.07049359090982
2023-10-08,86.79468865938144,35.94207966692148,141.65286963799974
2023-10-09,90.697223480491,36.49711548394554,145.2406265849706
2023-10-10,84.97417870663531,29.34665643567948,137.1113267641805
2023-10-11,85.80677027853454,28.4568847608532,139.43562412242406
2023-10-12,92.59105154721,41.62593373468763,146.02217236533775
2023-10-13,121.57035300795293,68.72719642413398,176.73732735095663
2023-10-14,128.42411194699898,73.14927418810349,184.28551174921907
2023-10-15,85.70404470578197,30.184694524400516,137.78191434445162
2023-10-16,88.92431885605603,36.81535669228698,146.5575243269401
2023-10-17,82.52336166755616,31.582800219158596,138.25865865607167
2023-10-18,82.74094152560504,27.373236286838516,135.49277895809712
2023-10-19,88.9805059344426,36.48755562182824,142.2668815128188
2023-10-20,117.541600696493,66.12536557408046,169.3722462037446
2023-10-21,123.9785785757173,70.07633306674832,177.42858151657418
2023-10-22,80.76707182554685,28.37780335008919,132.44312959040408
2023-10-23,83.70895423428284,30.990953346592693,139.46605525432986
2023-10-24,77.08035612984814,27.913119263215542,134.71630023184505
2023-10-25,77.17071771156787,26.887424511512346,127.27450241036377
2023-10-26,83.3819806233829,30.697967899623016,133.3060570706258
2023-10-27,112.06114147821239,61.152515400045445,165.10503306869393
2023-10-28,118.6289737203737,66.39687087491839,172.51787901869665
2023-10-29,75.4769123103149,22.1814452633136,129.2304994098045
2023-10-30,78.68689457930469,24.70636770557969,133.83077288916857
2023-10-31,72.36564785586388,17.476951918272814,122.2384617895798
2023-11-01,72.84575909680035,20.990226814161684,128.6135059879757
2023-11-02,79.52174426151466,23.84812698984324,134.73147889269515
2023-11-03,108.78274265956595,57.304797371775834,161.773663049052
2023-11-04,115.91124350281387,57.24613588872467,170.59353848044248
2023-11-05,73.2103624467229,18.1382759323514,126.19108074746669
2023-11-06,77.03853249820534,21.879357034304622,133.9038247956638
2023-11-07,71.33003049354589,13.854090034629616,121.92404729747402
2023-11-08,72.4580275868431,17.546529627576714,123.27448699249109
2023-11-09,79.80750243346007,28.886468026955296,134.1967853211612
2023-11-10,109.80804659432165,58.74416271242005,169.4536775305558
2023-11-11,117.60257254756586,62.44208749393755,174.71763865259706
2023-11-12,75.40496717270467,21.185229319355876,131.88061161223567
2023-11-13,79.84962725984565,22.483983606506428,134.63137803533803
2023-11-14,74.69822935806272,19.724201286962415,127.36593274839859
2023-11-15,76.36477543760749,22.27824103795633,127.97113648063217
2023-11-16,84.22537316744977,31.538779674042008,136.0951364493655
2023-11-17,114.7511831763025,62.95552993182988,166.9593986609689
2023-11-18,122.94714482890508,70.0807948363879,174.10930010419335
2023-11-19,80.9400459673119,25.780223415247335,133.11837255906414
2023-11-20,85.64294248577193,30.708413557566526,139.0204143609238
2023-11-21,80.64820804177181,26.95674896315496,137.99266200196453
2023-11-22,82.41460516987514,26.103255761373255,133.25200252989092
2023-11-23,90.31395348564432,35.514531722894894,146.1094185759904
2023-11-24,120.86422711058805,64.02333686333745,174.15532982310984
2023-11-25,128.93829120426972,80.50153802970316,181.17336585546678
2023-11-26,86.58236326105629,34.17862609943912,141.5116698881336
2023-11-27,90.9952725142504,39.16104077472792,146.96702177344966
2023-11-28,85.6077245226168,33.067488521624725,136.93540443360365
2023-11-29,86.93131149651919,33.09956841706313,142.25346697076935
2023-11-30,94.34196119500388,43.78306318086798,150.98264993176423
2023-12-01,124.41305734396248,72.08976135772997,176.30630417847507
2023-12-02,131.8940416653399,80.54926079717116,187.31380020741275
2023-12-03,88.75910600364053,33.6077027790142,146.01931211041423
2023-12-04,92.50111870850877,37.32286493731171,144.01540984782878
2023-12-05,86.3969230939539,34.55124335869986,139.97491027806979
2023-12-06,87.01810233888077,30.771037818400146,142.89576106270417
2023-12-07,93.75102572663313,34.76869325777461,144.58737440003316
2023-12-08,123.22981518421214,70.70045768361571,172.83029507462942
2023-12-09,130.0846477232254,76.9942745728182,185.50918183428
2023-12-10,86.22053035195032,31.08594597322386,142.8776209857729
2023-12-11,89.42576746936045,36.28410723959665,142.67835328631216
2023-12-12,82.82319396758795,27.92815702333506,135.91812945287433
2023-12-13,83.0426263231256,30.797708317749954,137.8734937579425
2023-12-14,89.47747206909516,33.29269387694523,144.6434453241884
2023-12-15,118.81754523029159,65.43281207882772,172.36428726926175
2023-12-16,125.56711051722782,69.45615073897444,179.45958308798959
2023-12-17,81.55382161469527,26.970535269067128,136.22514147973368
2023-12-18,84.85184904073478,35.83839773321053,136.7376665743516
2023-12-19,78.41920474660239,26.587048237744554,130.87124063874214
2023-12-20,78.93207110560796,24.31840873884649,134.64601528689383
2023-12-21,85.77819660377962,30.139297950744005,138.68355481747795
2023-12-22,115.68980988729663,63.68818232907982,170.15619168617695
2023-12-23,123.03167675336492,69.38394010746273,179.85141722214732
2023-12-24,79.54048804483818,24.644549576915747,128.7188356610339
2023-12-25,83.56294267052586,30.704068815048615,139.17298941574933
2023-12-26,77.87945973649859,26.541480141161834,134.999543464889
2023-12-27,79.20067546144654,26.346276221524416,134.18157400556635
2023-12-28,86.89790173811744,36.576190330926075,139.64146976762567
2023-12-29,117.73639488923556,65.61909277641543,163.5837857783435
2023-12-30,125.93365419000818,74.06551053475724,177.28555004310493
2023-12-31,83.12945451909272,32.86082582406802,138.09713333631743
2024-01-01,87.93904063868555,38.60604253896392,146.14146460342866
2024-01-02,82.96333935169005,28.3554677199809,134.7717649229112
2024-01-03,84.94768974433183,30.39428148807475,139.33575336713346
2024-01-04,93.24938060059308,37.26564876419433,147.98825833360692
2024-01-05,124.6712393520777,69.93583275499302,182.39610721030704
2024-01-06,133.29008734028892,81.5675680808879,185.7903765979207
2024-01-07,90.65728366972971,41.95203387321521,142.94801690471434
2024-01-08,95.66685123496686,42.38104342631065,149.8507534498912
2024-01-09,90.75196744306288,39.437758318643425,141.98603242302318
2024-01-10,92.70566951128689,44.24500305849405,146.16953875962858
2024-01-11,100.885181781022,46.96861555125344,152.29072882657684
2024-01-12,132.14551219128913,79.5312428622537,187.64239542503933
2024-01-13,140.43773551871897,87.63509699700755,196.59693090226028
2024-01-14,97.23971166254395,44.297845639162595,147.23743402962324
2024-01-15,101.73880696276446,48.191539884520836,153.52942328945224
2024-01-16,96.21433569861313,44.75467444099905,147.13834899729687
2024-01-17,97.51992946942913,44.32287341566556,150.08412826837485
2024-01-18,105.02436798330363,51.4733928278531,163.09351041760982
2024-01-19,135.64492828573478,84.06923184339182,187.81945669370728
2024-01-20,143.21527915214443,90.98857322681106,195.80607867967532
2024-01-21,99.14620022869975,45.140312316427334,152.69448935557924
2024-01-22,102.92277248790045,52.59595305387855,162.02717914189168
2024-01-23,96.67269470990219,40.245993918074696,144.82026764010547
2024-01-24,97.31029312996633,42.29459368192089,150.31736672213827
2024-01-25,104.21388412185074,52.60731403513649,161.56830106770227
2024-01-26,134.3589557363785,76.75860233199906,185.74194993595137
2024-01-27,141.45580150277195,85.62451622289878,193.15786317871908
2024-01-28,96.84041369337805,41.20057377204106,148.61281123908478
2024-01-29,100.2863563515817,45.19278196911146,156.40345397697266
2024-01-30,93.75920449520486,41.943795024446665,146.29815999932808
2024-01-31,94.22246935645104,39.358349894454214,150.86659433174287
2024-02-01,101.05178849061839,44.81858113318663,156.21947469527538
2024-02-02,131.26824751090282,80.1308086936695,185.00307272522576
2024-02-03,138.4460654498711,81.51090878832139,195.22227652461424
2024-02-04,93.83397044495686,38.973299185860746,142.33158250814841
2024-02-05,97.48205186076156,43.47146492623106,151.22069036313053
2024-02-06,91.1825994545261,41.26418323323168,141.80763242429015
2024-02-07,91.93819526613572,39.75316526449009,143.51834248371057
2024-02-08,99.11294992985661,47.29003809817059,153.8179985246629
2024-02-09,129.76614595526172,76.28486698195962,183.68807152529837
2024-02-10,137.33011451214094,82.02596918017286,189.5822242788614
2024-02-11,92.96218903738112,38.226709566265654,144.73751901143422
2024-02-12,96.98658596943135,44.2383228698791,153.72416306751808
2024-02-13,91.02164706187935,38.809728376831835,146.16082865903715
2024-02-14,92.11005571233952,36.28629201987868,143.9385454501035
2024-02-15,99.60703402321622,44.79652059950758,152.93018881201405
2024-02-16,130.61418224469216,77.74864741692083,181.25480228860332
2024-02-17,138.42738601924754,85.17431380382658,191.60527556452323
2024-02-18,94.11915662505035,41.64434078437128,141.56599420395688
2024-02-19,98.2953247099123,42.74664765400261,151.664339687525
2024-02-20,92.40845237206561,36.64551750204392,142.2471477118221
2024-02-21,93.5499296969758,35.63590697601503,148.47312789366944
2024-02-22,101.0748845648151,48.77652674575812,157.92173517517028
2024-02-23,132.13597351524746,77.88962948873386,185.92717843329223
2024-02-24,139.90108475680725,83.44622154365211,195.2182272692336
2024-02-25,95.36584674138108,43.13209507578147,149.15497384928074
2024-02-26,99.42493870932495,43.21403361693432,149.0535317357174
2024-02-27,93.3715034206207,38.87258427735336,145.15223241364447
2024-02-28,94.35098590248609,42.14796194653632,150.55588632724522
2024-02-29,101.72265217377036,48.502521028610055,154.24038809282564
2024-03-01,132.69326383299673,78.87106647443461,185.4847822080094
2024-03-02,140.30454611933274,86.68746445681869,190.92323565768373
2024-03-03,95.47587081974818,45.23682222451041,150.76420522733946
2024-03-04,99.39022498636825,48.73324391836103,149.60408419111496
2024-03-05,93.17969864818929,38.661917593847555,146.23992206524306
2024-03-06,94.04116975250453,39.13235967703735,150.04142237994623
2024-03-07,101.33456129877392,42.77321035080161,163.3644537132651
2024-03-08,132.31654984011345,79.07562520687321,185.15556267392543
2024-03-09,139.89796415654968,84.23123169906886,196.12608904976685
2024-03-10,94.9168177621765,43.39658375058555,149.33659035682285
2024-03-11,98.8391149411905,42.2041193595542,151.4198370823318
2024-03-12,92.63059067627653,38.415732555688436,146.1781308632504
2024-03-13,93.53441151838139,43.22444811088007,146.43299469285137
2024-03-14,100.90632815904335,47.662831634159645,156.75324153770484
2024-03-15,132.04855750355478,79.0490119192809,185.19520217554035
2024-03-16,139.73723025157696,86.85019235200429,194.12867113911815
2024-03-17,94.72586674007073,41.6458231275616,152.77461339970685
2024-03-18,98.76108716090715,48.049712112146736,154.42944047914258
2024-03-19,92.64064231900777,36.258852042841724,146.44624743017522
2024-03-20,93.65314039187297,42.11963577981831,150.82241784308047
2024-03-21,101.15007681273948,43.86634085609102,151.31283320794157
2024-03-22,132.47984519471564,76.81798687961121,185.47974294093595
2024-03-23,140.28516487214748,91.04954021976081,193.97250964047905
2024-03-24,95.23691005142189,42.15325099013351,150.55632065203386
2024-03-25,99.36461690945818,48.47093846203429,151.7072601546361
